collection_no,source_database,collection.authorizer,family_name,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,abund_value,abund_unit,occurrence.reference_no,original.reference_no,collection.reference_no,country,state,county,latdec,lngdec,period,epoch,subepoch,stage,10_my_bin,max_interval,min_interval,ma_max,ma_min,ma_mid,geological_group,formation,member,stratcomments,lithdescript,lithadj,lithadj2,environment,geology_comments,,,,,,,
67892,ETE,M. Carrano,Dromaeosauridae,,Saurornitholestes,,,3,specimens,19348,,19348,Canada,Alberta,,50.75122,-111.4082555,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
67892,ETE,M. Carrano,Troodontidae,,Troodon,,,1,specimens,19348,,19348,Canada,Alberta,,50.75122,-111.4082555,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
69151,ETE,M. Carrano,Ceratopsidae,n. gen.,Albertaceratops,,Centrosaurinae,1,individuals,19935,23460,23460,Canada,Alberta,,49.1209,-110.862688,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Belly River,Oldman,,"lower part of formation, approx. 9 m above contact with Foremost Fm.",,,,terrestrial indet.,,,,,,,,
70052,ETE,M. Carrano,Hadrosauridae,,Lambeosaurus,,Corythosaurus,1,specimens,54993,12319,12319,Canada,Alberta,,50.6,-111.62,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
70054,ETE,M. Carrano,Hadrosauridae,,Lambeosaurus,,,1,individuals,12319,,12319,Canada,Alberta,,50.6,-111.62,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
70055,ETE,M. Carrano,Hadrosauridae,,Lambeosaurus,,,1,individuals,12319,,12314,Canada,Alberta,,50.6,-111.62,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
72144,ETE,M. Carrano,Pachycephalosauridae,n. gen.,Gravitholus,,,1,specimens,24421,,24421,Canada,Alberta,,50.45,-111.12,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
123351,PaleoDB,M. Carrano,Ceratopsidae,n. gen.,Spinops,,,3,specimens,39514,,39514,Canada,Alberta,,50.758661,-111.393065,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Belly River,Oldman,,possibly Dinosaur Park Fm.,,,,terrestrial indet.,,,,,,,,
144510,PaleoDB,P. Mannion,Thescelosauridae,n. gen.,Albertadromeus,,,,,46723,,46723,United States,Alberta,,49.179444,-110.682778,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,,Oldman,,Upper part of formation,"The specimen was located in a 2m-thick fine to very fine sandstone unit, 24.5m above the top of the Comrey Sandstone and 1.5 m below the bentonite layer overlying a neighboring monodominantCen-trosaurusbonebed (McPheeter’s Bonebed)",very fine,,terrestrial indet.,,,,,,,,
152258,,M. Carrano,Dromaeosauridae,,Saurornitholestes,,Saurornitholestes,1,individuals,48570,54457,54457,Canada,Alberta,,49.837,-110.682,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
162171,,M. Carrano,Hadrosauridae,,Brachylophosaurus,,,1,individuals,52782,,52782,Canada,Alberta,,49.066667,-110.45,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
163047,,M. Carrano,Ceratopsidae,,Centrosaurus,,,1,individuals,18556,,18556,Canada,Alberta,,50.7424,-110.862,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
171408,,P. Mannion,Ceratopsidae,n. gen.,Wendiceratops,,,4,individuals,55763,,55763,Canada,Alberta,,49.1209,-110.862688,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,78.7,79,78.85,Belly River,Oldman,,"The bonebed occurs in the Oldman Formation, 10 m above the top of the Taber coal zone, and just above a sandy interval of the Foremost Formation referred to as the Herronton sandstone zone","The bonebed host unit sits at the top of a 10 m thick succession of interbedded 20–50 cm thick mudstones, and thin siltstones and sandstones. The fossils are produced from an approximately 40 cm thick, organic-fragment-rich clayey, sandy mudstone that is rich in coalified root traces, both horizontal and vertical, suggesting a saturated or water-logged anoxic deposit. The bonebed zone is massive with no apparent sedimentary structures or lamination, indicating a mass sediment flow origin or extensive trampling, or both; thus, the elements may be largely in situ, or minimally reworked",,,terrestrial indet.,transitional marginal marine-terrestrial unit deposited during the regressive phase of the Western Interior Seaway,,,,,,,
179240,,M. Carrano,Troodontidae,,Troodon,,Stenonychosaurus,1,individuals,56332,,56332,Canada,Alberta,,50.7861,-111.351,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
179241,,M. Carrano,Troodontidae,,Troodon,,Stenonychosaurus,1,individuals,56332,,56332,Canada,Alberta,,50.7279,-111.5004,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
179242,,M. Carrano,Troodontidae,,Troodon,,Stenonychosaurus,1,individuals,56332,,56332,Canada,Alberta,,50.7424,-111.5464,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
179243,,M. Carrano,Troodontidae,,Troodon,,Stenonychosaurus,1,individuals,56332,,56332,Canada,Alberta,,50.7424,-111.4774,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
179244,,M. Carrano,Troodontidae,,Troodon,,Stenonychosaurus,1,individuals,56332,,56332,Canada,Alberta,,50.8224,-111.5694,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
179245,,M. Carrano,Troodontidae,,Troodon,,Stenonychosaurus,1,individuals,56332,,56332,Canada,Alberta,,50.778,-111.51,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
179246,,M. Carrano,Troodontidae,,Troodon,,Stenonychosaurus,1,individuals,56332,,56332,Canada,Alberta,,50.778,-111.51,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Oldman,,,,,,terrestrial indet.,,,,,,,,
105175,PaleoDB,M. Carrano,Ornithomimidae,n. gen.,Tototlmimus,,,1,individuals,60599,,60599,Mexico,Sonora,,31.263471,-110.357845,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,Cabullona,Packard Shale,2,from lower part of Member 2,,,,terrestrial indet.,,,,,,,,
52043,ETE,M. Carrano,,,Dryptosaurus,,Laelaps,,,13937,,64460,United States,Texas,Irion,31.4090504,-100.6253766,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,,112.6,99.7,106.15,Trinity,Paluxy,,"""probably Paluxy Sand""",,,,terrestrial indet.,,,,,,,,
52045,ETE,M. Carrano,,cf.,Astrodon,,,1,specimens,13937,,13937,United States,Texas,Montague,33.5331639,-97.5566935,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,,112.6,99.7,106.15,Trinity,Paluxy,,,based on matrix adhering to YPM-PU specimens,,,marginal marine indet.,," Science.  """"Dark"," soft shales predominate. There are occasional thin bands of  sand and many brownish concretions which break into angular  fragments. These sometimes contain marine fossils and sometimes  a network of calcite seams."""" Douglass",1902, Proc. Amer. Phil. Soc.,"brown,gray",,marine indet.
52855,ETE,M. Carrano,Brachiosauridae,,Cedarosaurus,,Pleurocoelus,1,individuals,42808,13937,13937,United States,Texas,Wise,33.2,-97.666944,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Early/Lower Albian,Middle Albian,112.6,105.3,108.95,Trinity,Paluxy,,,"""a light gray pack sand, a poorly consolidated and cemented fine-grained sandstone""","fine,gray",,crevasse splay,"""frequently saturated overbank deposits""",,,,,,,
137532,PaleoDB,P. Mannion,,n. gen.,Astrophocaudia,,Pleurocoelus,2,specimens,42808,13937,13937,United States,Texas,Wise,33.153611,-97.571389,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Early/Lower Albian,,112.6,109,110.8,Trinity,Paluxy,Middle,Uppermost part of the middle unit of the Paluxy Formation,,,,terrestrial indet.,,,,,,,,
26782,PaleoDB,M. Carrano,,,Iguanodon,,,1,individuals,7386,,64612,United States,Maryland,Prince George's,38.995652,-76.841861,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,,125.45,112.6,119.025,Potomac,Patuxent,,,,"fine,ferruginous,sideritic",red,mire/swamp,,,,,,,,
5195,Fossilworks,J. Alroy,Nodosauridae,n. gen.,Pawpawsaurus,,Nodosauridae,,,312,14772,312,United States,Texas,Tarrant,32.866667,-97.3,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Late/Upper Albian,,105.3,99.7,102.5,,Paw Paw,,from the uppermost 3 m of the formation centered on about the 7 m level in the local section,"brown to dark brown mudstone; calcareous nodules, vertical sand/caliche-filled cracks","desiccation cracks,concretionary,brown",,offshore,"formation is mostly ""clay,"" so this ""mudstone"" interval is presumably clayenvironment is ""predominantly nearshore marine""",,,,,,,
52355,ETE,M. Carrano,Nodosauridae,n. gen.,Texasetes,,,2,individuals,14085,,14085,United States,Texas,Tarrant,32.933333,-97.333333,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Late/Upper Albian,,105.3,99.7,102.5,Comanche,Paw Paw,,,,,,marginal marine indet.,"""littoral""",,,,,,,
52084,ETE,M. Carrano,,,Claosaurus,,,1,specimens,46254,,46254,United States,South Dakota,Custer,43.668,-102.898,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,,Pierre Shale,,,,,,marine indet.,,,,,,,,
107426,ETE,M. Carrano,,,Claosaurus,,,,,7400,,7400,United States,Montana,Sweet Grass,46.216667,-109.683333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,,Pierre Shale,,Referred to as Bearpaw by Russsell.,The beds are composed of dark-colored shales, with occasional very thin lenses or layers of sand. Sometimes the shales have no grit, sometimes they contain much fine sand. There are many brown or grayish," rounded concretions or concretionary layers. These concretions are often very hard."""" Douglass",1902,,,,,,,
53824,ETE,M. Carrano,Leptoceratopsidae,,Leptoceratops,,,1,specimens,14489,,14489,United States,Wyoming,Teton,44.06,-110.376111,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,70.6,66.043,68.3215,,Pinyon Conglomerate,,Approx. 150 ft. above the base of the Pinyon Conglomerate,"""Limestone pellet conglomerate, greenish-brown; weathers dark brown; lenticular; crops out in ragged ledge with very uneven top and bottom; angular to rounded fragments of gray silty dense limestone, as much as 3 in. in diameter but commonly 1/4 to 1 in., embedded in an olive-drab hard tightly cemented medium-grained sandstone matrix; sparse angular to rounded quartzite pebbles and granules; some brown dense fine-grained brittle hard claystone pebbles""","lenticular,brown,green",,terrestrial indet.,,,,,,,,
60806,ETE,M. Carrano,,n. gen.,Aletopelta,,Nodosauridae,,,17501,17499,17499,United States,California,,33.13,-117.295278,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Rosario,Point Loma,,base of CC 22 = 75.5 Ma,"""blue-gray massive mudstones with occasional interbeds and lenses of fine- to medium-grained, locally cemented sandstones.""","gray,blue",,offshore,"""deposited in a shallow marine environment a few km offshore in an area that was protected by an island or peninsula of metavolcanic rock.""",,,,,,,
47787,PaleoDB,J. Head,Troodontidae,,Troodon,,,,,12790,,12790,United States,Alaska,,70,-151,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.4,71.2,71.3,Colville,Prince Creek,Kogosukruk Tongue,,"""Dinosaur-bearing sediments crop out in bluffs (Fig. 1) along the Coville River (4,5) and are part of the type section of the upper Kogosukruk Tongue, Prince Creek Formation, upper Colville Group (6). This unit is composed of delta plain silts, channel sands, local stringers of coal, beds of tephra, and nearshore marine sands and silts (7)."" (pg. 1608).","paleosol/pedogenic,concretionary,brown",,delta plain,"""The bone bed shows an abrupt lateral facies change northward into a lighter colored siltstone that contains no bones and has markedly less plant debris. Three other bone-bearing horizons consist of similar carbonaceous, dark brown siltstones with concretions, these three organic-rich beds and the Liscomb bone bed are thought to represent soils (8). The remaining two bone-bearing horizons are in sand and represent fluvial channel lag deposits (8). All of the bone beds are laterally discontinuous, ranging from 25 m to more than 100 m in horizontal extant (8)."" (pg. 1608).",,,,,,,
47787,PaleoDB,J. Head,Hadrosauridae,aff.,Edmontosaurus,,,,,19442,,12790,United States,Alaska,,70,-151,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.4,71.2,71.3,Colville,Prince Creek,Kogosukruk Tongue,,"""Dinosaur-bearing sediments crop out in bluffs (Fig. 1) along the Coville River (4,5) and are part of the type section of the upper Kogosukruk Tongue, Prince Creek Formation, upper Colville Group (6). This unit is composed of delta plain silts, channel sands, local stringers of coal, beds of tephra, and nearshore marine sands and silts (7)."" (pg. 1608).","paleosol/pedogenic,concretionary,brown",,delta plain,"""The bone bed shows an abrupt lateral facies change northward into a lighter colored siltstone that contains no bones and has markedly less plant debris. Three other bone-bearing horizons consist of similar carbonaceous, dark brown siltstones with concretions, these three organic-rich beds and the Liscomb bone bed are thought to represent soils (8). The remaining two bone-bearing horizons are in sand and represent fluvial channel lag deposits (8). All of the bone beds are laterally discontinuous, ranging from 25 m to more than 100 m in horizontal extant (8)."" (pg. 1608).",,,,,,,
47787,PaleoDB,J. Head,Ceratopsidae,,Pachyrhinosaurus,,,1,specimens,19442,,12790,United States,Alaska,,70,-151,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.4,71.2,71.3,Colville,Prince Creek,Kogosukruk Tongue,,"""Dinosaur-bearing sediments crop out in bluffs (Fig. 1) along the Coville River (4,5) and are part of the type section of the upper Kogosukruk Tongue, Prince Creek Formation, upper Colville Group (6). This unit is composed of delta plain silts, channel sands, local stringers of coal, beds of tephra, and nearshore marine sands and silts (7)."" (pg. 1608).","paleosol/pedogenic,concretionary,brown",,delta plain,"""The bone bed shows an abrupt lateral facies change northward into a lighter colored siltstone that contains no bones and has markedly less plant debris. Three other bone-bearing horizons consist of similar carbonaceous, dark brown siltstones with concretions, these three organic-rich beds and the Liscomb bone bed are thought to represent soils (8). The remaining two bone-bearing horizons are in sand and represent fluvial channel lag deposits (8). All of the bone beds are laterally discontinuous, ranging from 25 m to more than 100 m in horizontal extant (8)."" (pg. 1608).",,,,,,,
51889,ETE,M. Carrano,Dromaeosauridae,,Dromaeosaurus,,,2,specimens,13817,,13817,United States,Alaska,North Slope,69.832222,-151.519444,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,68,71,69.5,Colville,Prince Creek,Kogosukruk Tongue,"Radioisotopic dates derived from multiple tuff beds throughout this section of the Prince Creek Formation range from 68Ma to 71Ma, with an average estimate of 69.1+/20.3Ma, placing it in the early Late Maastrichtian. Palynological samples from the Kikak-Tegoseak Quarry itself correlate reasonably well with the radioisotopic data, showing an Early Maastrichtian assemblage","""Channelized facies at the Kikak-Tegoseak site are dominated by small, non-migrating (probably anastomosed) predominantly fine-grained sandstone channel fills, although larger, coarser-grained sandstone channel fills with well-developed lateral accretion surfaces (meandering channels) have been observed elsewhere within the Prince Creek Formation. Non-channelized facies represent lake, lake margin, levee and crevasse splay environments and primarily poorly drained and weakly developed paleosols. Organic-rich siltstones and coaly shales indicate abundant plant material and hydromorphic environments. Root traces, organic debris and siderite are ubiquitous elements of overbank facies. Bentonites are locally present.""","bioturbation,paleosol/pedogenic,sideritic,brown",fine,delta plain,"""a swampy wetland delta plain""; ""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51889,ETE,M. Carrano,Troodontidae,,Troodon,,,,,33795,,13817,United States,Alaska,North Slope,69.832222,-151.519444,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,68,71,69.5,Colville,Prince Creek,Kogosukruk Tongue,"Radioisotopic dates derived from multiple tuff beds throughout this section of the Prince Creek Formation range from 68Ma to 71Ma, with an average estimate of 69.1+/20.3Ma, placing it in the early Late Maastrichtian. Palynological samples from the Kikak-Tegoseak Quarry itself correlate reasonably well with the radioisotopic data, showing an Early Maastrichtian assemblage","""Channelized facies at the Kikak-Tegoseak site are dominated by small, non-migrating (probably anastomosed) predominantly fine-grained sandstone channel fills, although larger, coarser-grained sandstone channel fills with well-developed lateral accretion surfaces (meandering channels) have been observed elsewhere within the Prince Creek Formation. Non-channelized facies represent lake, lake margin, levee and crevasse splay environments and primarily poorly drained and weakly developed paleosols. Organic-rich siltstones and coaly shales indicate abundant plant material and hydromorphic environments. Root traces, organic debris and siderite are ubiquitous elements of overbank facies. Bentonites are locally present.""","bioturbation,paleosol/pedogenic,sideritic,brown",fine,delta plain,"""a swampy wetland delta plain""; ""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51889,ETE,M. Carrano,Tyrannosauridae,n. gen.,Nanuqsaurus,,Tyrannosauridae,2,specimens,50357,13817,13817,United States,Alaska,North Slope,69.832222,-151.519444,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,68,71,69.5,Colville,Prince Creek,Kogosukruk Tongue,"Radioisotopic dates derived from multiple tuff beds throughout this section of the Prince Creek Formation range from 68Ma to 71Ma, with an average estimate of 69.1+/20.3Ma, placing it in the early Late Maastrichtian. Palynological samples from the Kikak-Tegoseak Quarry itself correlate reasonably well with the radioisotopic data, showing an Early Maastrichtian assemblage","""Channelized facies at the Kikak-Tegoseak site are dominated by small, non-migrating (probably anastomosed) predominantly fine-grained sandstone channel fills, although larger, coarser-grained sandstone channel fills with well-developed lateral accretion surfaces (meandering channels) have been observed elsewhere within the Prince Creek Formation. Non-channelized facies represent lake, lake margin, levee and crevasse splay environments and primarily poorly drained and weakly developed paleosols. Organic-rich siltstones and coaly shales indicate abundant plant material and hydromorphic environments. Root traces, organic debris and siderite are ubiquitous elements of overbank facies. Bentonites are locally present.""","bioturbation,paleosol/pedogenic,sideritic,brown",fine,delta plain,"""a swampy wetland delta plain""; ""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51889,ETE,M. Carrano,Ceratopsidae,,Pachyrhinosaurus,,Pachyrhinosaurus,9,individuals,43709,23477,13817,United States,Alaska,North Slope,69.832222,-151.519444,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,68,71,69.5,Colville,Prince Creek,Kogosukruk Tongue,"Radioisotopic dates derived from multiple tuff beds throughout this section of the Prince Creek Formation range from 68Ma to 71Ma, with an average estimate of 69.1+/20.3Ma, placing it in the early Late Maastrichtian. Palynological samples from the Kikak-Tegoseak Quarry itself correlate reasonably well with the radioisotopic data, showing an Early Maastrichtian assemblage","""Channelized facies at the Kikak-Tegoseak site are dominated by small, non-migrating (probably anastomosed) predominantly fine-grained sandstone channel fills, although larger, coarser-grained sandstone channel fills with well-developed lateral accretion surfaces (meandering channels) have been observed elsewhere within the Prince Creek Formation. Non-channelized facies represent lake, lake margin, levee and crevasse splay environments and primarily poorly drained and weakly developed paleosols. Organic-rich siltstones and coaly shales indicate abundant plant material and hydromorphic environments. Root traces, organic debris and siderite are ubiquitous elements of overbank facies. Bentonites are locally present.""","bioturbation,paleosol/pedogenic,sideritic,brown",fine,delta plain,"""a swampy wetland delta plain""; ""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51890,ETE,M. Carrano,Dromaeosauridae,,Dromaeosaurus,,,8,specimens,13817,,23589,United States,Alaska,North Slope,70.71363,-151.578231,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Early/Lower Maastrichtian,,70.6,66.043,68.3215,Colville,Prince Creek,Kogosukruk Tongue,"The numerical age of the dinosaur-bearing section of the formation, where it is exposed along the lower Colville River and including the LBB, has been dated at 71–68 Ma using 40Ar/39Ar methods (McKee et al. 1989; Besse and Courtillot 1991). The age of LBB is further constrained by an 40Ar/39Ar age of 69.2±0.5 Ma from a stratigraphically underlying tuff at a locality known as Sling Point (approximately 1 km from the LBB) and from palynological analyses (Flores et al. 2007) consistent with an early Maastrichtian age (Flaig 2010). ","""matrix still adhering to the bones is a soft, brown, sandy silt"" - also described as an ""argillaceous sandstone""",brown,"current ripples,pebbly,brown",crevasse splay,"""frequent seasonal floods that were part of a complex fluvial system. Floods breached levees forming splays that often resulted in ephemeral ponds and marshy wet soils bearing lush vegetation."" ""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51890,ETE,M. Carrano,Troodontidae,,Troodon,,,42,specimens,13817,,23589,United States,Alaska,North Slope,70.71363,-151.578231,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Early/Lower Maastrichtian,,70.6,66.043,68.3215,Colville,Prince Creek,Kogosukruk Tongue,"The numerical age of the dinosaur-bearing section of the formation, where it is exposed along the lower Colville River and including the LBB, has been dated at 71–68 Ma using 40Ar/39Ar methods (McKee et al. 1989; Besse and Courtillot 1991). The age of LBB is further constrained by an 40Ar/39Ar age of 69.2±0.5 Ma from a stratigraphically underlying tuff at a locality known as Sling Point (approximately 1 km from the LBB) and from palynological analyses (Flores et al. 2007) consistent with an early Maastrichtian age (Flaig 2010). ","""matrix still adhering to the bones is a soft, brown, sandy silt"" - also described as an ""argillaceous sandstone""",brown,"current ripples,pebbly,brown",crevasse splay,"""frequent seasonal floods that were part of a complex fluvial system. Floods breached levees forming splays that often resulted in ephemeral ponds and marshy wet soils bearing lush vegetation."" ""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51890,ETE,M. Carrano,Hadrosauridae,n. gen.,Ugrunaaluk,,Hadrosauridae,3072,specimens,56663,23589,23589,United States,Alaska,North Slope,70.71363,-151.578231,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Early/Lower Maastrichtian,,70.6,66.043,68.3215,Colville,Prince Creek,Kogosukruk Tongue,"The numerical age of the dinosaur-bearing section of the formation, where it is exposed along the lower Colville River and including the LBB, has been dated at 71–68 Ma using 40Ar/39Ar methods (McKee et al. 1989; Besse and Courtillot 1991). The age of LBB is further constrained by an 40Ar/39Ar age of 69.2±0.5 Ma from a stratigraphically underlying tuff at a locality known as Sling Point (approximately 1 km from the LBB) and from palynological analyses (Flores et al. 2007) consistent with an early Maastrichtian age (Flaig 2010). ","""matrix still adhering to the bones is a soft, brown, sandy silt"" - also described as an ""argillaceous sandstone""",brown,"current ripples,pebbly,brown",crevasse splay,"""frequent seasonal floods that were part of a complex fluvial system. Floods breached levees forming splays that often resulted in ephemeral ponds and marshy wet soils bearing lush vegetation."" ""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51891,ETE,M. Carrano,Dromaeosauridae,,Saurornitholestes,,,2,specimens,13817,,13817,United States,Alaska,North Slope,69.6,-151.8,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Late/Upper Maastrichtian,81.3,76.2,78.75,Colville,Prince Creek,Kogosukruk Tongue,,,,,terrestrial indet.,,,,,,,,
51892,ETE,M. Carrano,Troodontidae,,Troodon,,,2,specimens,13817,,13817,United States,Alaska,North Slope,69.6,-151.8,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Late/Upper Maastrichtian,84.9,66.043,75.4715,Colville,Prince Creek,Kogosukruk Tongue,,,,,wet floodplain,"""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51893,ETE,M. Carrano,Dromaeosauridae,,Dromaeosaurus,,,3,specimens,13817,,13817,United States,Alaska,North Slope,70.90093,-151.53695,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Late/Upper Maastrichtian,80.9,73.3,77.1,Colville,Prince Creek,Kogosukruk Tongue,,,,,wet floodplain,"""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
51893,ETE,M. Carrano,Troodontidae,,Troodon,,,1,specimens,13817,,13817,United States,Alaska,North Slope,70.90093,-151.53695,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Late/Upper Maastrichtian,80.9,73.3,77.1,Colville,Prince Creek,Kogosukruk Tongue,,,,,wet floodplain,"""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
53494,ETE,M. Carrano,Pachycephalosauridae,n. gen.,Alaskacephale,,Pachycephalosaurinae,1,specimens,28654,14424,14424,United States,Alaska,North Slope,69.91745,-151.19457,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Colville,Prince Creek,,Ar/Ar date of 71-72 My,,,,terrestrial indet.,,,,,,,,
88975,ETE,M. Carrano,Troodontidae,,Troodon,,,1,specimens,29821,,29821,United States,Alaska,North Slope,70.09,-151.496667,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,Colville,Prince Creek,,,mudstone with blocky structure,,,wet floodplain,"""Deposition occurred in trunk channels, on distributary-channel splay complexes, in interdistributary bays, and on floodplains.""",,,,,,,
70025,ETE,M. Carrano,,n. gen.,Theiophytalia,,Camptosaurus,1,individuals,24822,15179,15179,United States,Colorado,El Paso,38.870713,-104.874297,Cretaceous,Early/Lower Cretaceous,,,,Aptian,Albian,125.45,99.7,112.575,,Purgatoire,Lytle,lower part of member,"""a light gray sandstone with fine-grain to very fine-grain size. The gains are subrounded with few subangular grains. It is rich in quartz and chert""","very fine,fine,gray",,terrestrial indet.,,,,,,,,
