collection_no,source_database,collection.authorizer,family_name,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,abund_value,abund_unit,occurrence.reference_no,original.reference_no,collection.reference_no,country,state,county,latdec,lngdec,period,epoch,subepoch,stage,10_my_bin,max_interval,min_interval,ma_max,ma_min,ma_mid,geological_group,formation,member,stratcomments,lithdescript,lithadj,lithadj2,environment,geology_comments,,,,,,,
14555,Fossilworks,J. Alroy,Ceratopsidae,,Triceratops,,,,,3313,,3313,Canada,Saskatchewan,,49.4,-107.4,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Lancian,,70.6,66.043,68.3215,,Frenchman,,,,,,terrestrial indet.,,,,,,,,
45675,ETE,M. Carrano,Thescelosauridae,,Thescelosaurus,,,,,12049,,12049,Canada,Saskatchewan,,49.36667,-106.3833,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Frenchman,,"from ""various levels"" in the ""Lance""",,,,terrestrial indet.,,,,,,,,
45675,ETE,M. Carrano,Ceratopsidae,,Triceratops,,,,,12049,,12049,Canada,Saskatchewan,,49.36667,-106.3833,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Frenchman,,"from ""various levels"" in the ""Lance""",,,,terrestrial indet.,,,,,,,,
45675,ETE,M. Carrano,Ceratopsidae,,Triceratops,,,,,12049,,12049,Canada,Saskatchewan,,49.36667,-106.3833,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Frenchman,,"from ""various levels"" in the ""Lance""",,,,terrestrial indet.,,,,,,,,
45675,ETE,M. Carrano,Ornithomimidae,,Ornithomimus,,,,,12049,,12049,Canada,Saskatchewan,,49.36667,-106.3833,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Frenchman,,"from ""various levels"" in the ""Lance""",,,,terrestrial indet.,,,,,,,,
45675,ETE,M. Carrano,Hadrosauridae,,Edmontosaurus,,Thespesius,,,12110,12049,12049,Canada,Saskatchewan,,49.36667,-106.3833,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Frenchman,,"from ""various levels"" in the ""Lance""",,,,terrestrial indet.,,,,,,,,
45679,ETE,M. Carrano,Tyrannosauridae,,Albertosaurus,,,,,29954,,17004,United States,Missouri,Bollinger,37.317778,-90.027778,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Gulf,Ripley,McNairy Sand,,"""clay, blue to black, very plastic""","black,blue",,karst indet.,clays in a filled sink into Ordovician rocks,,,,,,,
45679,ETE,M. Carrano,Hadrosauridae,n. gen.,Parrosaurus,n. gen.,Neosaurus,1,individuals,12055,12054,17004,United States,Missouri,Bollinger,37.317778,-90.027778,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Gulf,Ripley,McNairy Sand,,"""clay, blue to black, very plastic""","black,blue",,karst indet.,clays in a filled sink into Ordovician rocks,,,,,,,
11898,PaleoDB,M. Carrano,Tyrannosauridae,,Albertosaurus,,Laelaps,1,specimens,9259,25123,25123,Canada,Alberta,,51.8046,-112.9819,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,"upper part of Edmonton Formation (""Edmonton B"")",,,,terrestrial indet.,,,,,,,,
11917,ETE,M. Carrano,Tyrannosauridae,,Tyrannosaurus,cf.,Tyrannosaurus,1,specimens,4218,4205,4205,Canada,Alberta,,51.9064,-113.289,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Scollard,,"""upper Edmonton Formation""; now Scollard; 52 m above base (Kneehills Tuff), 4.3 m above Nevis Seam no. 13 and 13 m below Ardley Seam no. 14 - corrected to 34.5 m above base and 10.5 m below Nevis","""concretionary zone in the basal part of a channel sandstone""",concretionary,,"""channel""",,,,,,,,
11918,PaleoDB,M. Carrano,Tyrannosauridae,cf.,Tyrannosaurus,,,1,specimens,4205,,4205,Canada,Alberta,,51.933333,-113.233333,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,upper part of formation,,"ferruginous,red",,terrestrial indet.,,,,,,,,
14569,Fossilworks,J. Alroy,Leptoceratopsidae,?,Leptoceratops,,,2,specimens,3006,,12299,Canada,Alberta,,52.3284,-113.1246,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Lancian,,70.6,66.043,68.3215,Edmonton,Scollard,,collection from about 10 m of section,"""sandstone, soft, clayey, wash-covered; irregulary indurated, corss-bedded masses near middle of unit; beds of dark shale and sandy shale, and thin ironstone layers; forms miniature 'badlands'""","""cross stratification"",ferruginous",brown,terrestrial indet.,,,,,,,,
14569,Fossilworks,J. Alroy,Pachycephalosauridae,?,Pachycephalosaurus,,,1,specimens,3006,,12299,Canada,Alberta,,52.3284,-113.1246,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Lancian,,70.6,66.043,68.3215,Edmonton,Scollard,,collection from about 10 m of section,"""sandstone, soft, clayey, wash-covered; irregulary indurated, corss-bedded masses near middle of unit; beds of dark shale and sandy shale, and thin ironstone layers; forms miniature 'badlands'""","""cross stratification"",ferruginous",brown,terrestrial indet.,,,,,,,,
45877,ETE,M. Carrano,Ankylosauridae,,Ankylosaurus,,,1,individuals,11822,,17480,Canada,Alberta,,51.8773,-113.54,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,43.9 m below K/T boundary; 6 m above base of Scollard,,,,terrestrial indet.,,,,,,,,
47127,ETE,M. Carrano,Ceratopsidae,,Triceratops,,Triceratops,3,specimens,12568,,12568,Canada,Alberta,,51.8919,-113.54,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,"""Upper Edmonton member"", 55 feet above base","""The specimen was preserved in a bed of clay, though in most sections this horizon is composed of rather massive, fairly coarse-grained, soft sandstone.""",,"tabular,coarse",terrestrial indet.,,,,,,,,
47128,ETE,M. Carrano,Ceratopsidae,cf.,Triceratops,cf.,Triceratops,1,specimens,15450,12569,12569,Canada,Alberta,,51.9064,-113.289,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,"60 m above base of formation (Kneehills Tuff), and 10.4 m above Nevis Seam no. 13, 9 m below Ardley Seam no. 14 - corrected to 4.5 m below Nevis",,,,terrestrial indet.,,,,,,,,
47130,ETE,M. Carrano,Ceratopsidae,cf.,Torosaurus,,,1,individuals,12570,,12570,Canada,Alberta,,51.9137,-112.9466,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,8 m below Nevis coal seam no. 13,,,,terrestrial indet.,,,,,,,,
48627,ETE,M. Carrano,Thescelosauridae,,Thescelosaurus,,,1,individuals,18598,,18598,Canada,Alberta,,50.8701,-112.9936,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,,,gray,,terrestrial indet.,,,,,,,,
64353,ETE,M. Carrano,Leptoceratopsidae,,Leptoceratops,,,3,individuals,18579,,18579,Canada,Alberta,,52.81,-113.52,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,"50 ft above base of ""Upper Edmonton Member""",,,,terrestrial indet.,,,,,,,,
64628,ETE,M. Carrano,Leptoceratopsidae,n. gen.,Leptoceratops,,,1,individuals,18645,,63399,Canada,Alberta,,51.8191,-112.9819,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,Edmonton,Scollard,,"400 ft above Pierre Shale, near top of beds",,,,terrestrial indet.,,,,,,,,
168404,,P. Mannion,Pachycephalosauridae,cf.,Pachycephalosaurus,,,1,specimens,55120,,55120,Canada,Alberta,,51.953251,-112.935254,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,70.6,66.043,68.3215,,Scollard,,"Lower 4m of formation, likely derived from an interval 1–2 m above the base of the Scollard Formation, part of an inclined heterolithic stratification deposit that overlies a lower interval of clean sandstone (all part of a single channel succession). Within the top of the 30n magnetochron and slightly younger than 67 Ma",,,,"""channel""",,,,,,,,
167468,,M. Carrano,Tyrannosauridae,cf.,Gorgosaurus,,,1,specimens,54639,,54639,United States,Montana,Gallatin,45.983333,-110.916667,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Livingston,Sedan,Mudstone,"""Mudstone unit"" that lies below the Lennep",,,,terrestrial indet.,,,,,,,,
27562,Fossilworks,J. Alroy,,,Coelosaurus,,Ornithomimus,1,specimens,773,,61518,United States,Maryland,Prince George's,38.914715,-76.859646,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Severn,,,none given,,,coastal indet.,"""near-shore deposits on the continental shelf""",,,,,,,
27564,Fossilworks,J. Alroy,,,Coelosaurus,,Ornithomimus,1,specimens,773,,773,United States,Maryland,Prince George's,38.887879,-76.848476,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Severn,,,none given,,,coastal indet.,,,,,,,,
27566,Fossilworks,J. Alroy,,,Coelosaurus,,Ornithomimus,1,specimens,773,,773,United States,Maryland,Prince George's,38.957025,-76.704648,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Severn,,,none given,,,coastal indet.,,,,,,,,
32296,ETE,M. Carrano,,cf.,Tenontosaurus,?,Ornithischia,,,28721,61343,61343,United States,Arizona,Pima,31.8392,-110.6808,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,,112.6,99.7,106.15,Bisbee,Shellenberger Canyon,,"from the ""lowermost suite"" of beds, non-marine formation","""The lowermost suite contains thin marine limestone beds...Fossil tree trunks are abundant in this suite."" Bed is described as ""Shale, well cemented siltstone and fine grained sandstone; red to dark green to brown; consists of thin beds 1 foot thick to fractured and fissile shales with a massive sandstone bed near the bottom. Dinosaur remains were found in this bed.""","massive,fine",,marginal marine indet.,"""These sediments are a nonmarine and nearshore marine facies of the Aptian and Albian sediments described by Stoyanow (1949) near Bisbee.""",,,,,,,
32298,PaleoDB,M. Carrano,,,Tenontosaurus,,Iguanodontidae,1,specimens,28721,8694,8694,United States,Arizona,Pima,31.8392,-110.4921,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,,112.6,99.7,106.15,Bisbee,Shellenberger Canyon,,"""lowermost suite"" of beds in this region","""The lowermost suite contains thin marine limestone beds...Fossil tree trunks are abundant in this suite.""",,,marginal marine indet.,"""These sediments are a nonmarine and nearshore marine facies of the Aptian and Albian sediments described by Stoyanow (1949) near Bisbee.""",,,,,,,
14502,Fossilworks,J. Alroy,Nodosauridae,,Edmontonia,,,1,specimens,13943,,13943,Canada,Alberta,,49.913,-112.9853,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Edmontonian,,70.6,66.043,68.3215,,St. Mary River,,"this collection and others from the area are from about 30 m of section  ""probably"" just above the Bearpaw Shale: Sloan and Russell 1974","""gray to brown clay and siltstones interbedded with lighter-coloured fine sandstones""","brown,gray",,fluvial-deltaic indet.,"mainly ""interdistributory flood-basin... [advancing] fluvial system... non-marine... periodic flooding of subaerial surfaces""  from a ""shell bed"" half way up the escarpment",,,,,,,
52071,ETE,M. Carrano,Ceratopsidae,,Pachyrhinosaurus,,,1,individuals,18562,,18562,Canada,Alberta,,49.916835,-112.991042,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,St. Mary River,,"Refer to Langston, W., Jr. 1975. A late Cretaceous vertebrate fauna from the St. Mary River Formation in western Canada. Athlon, Roy. Ont. Mus. Spec. Publ. ",,,,terrestrial indet.,,,,,,,,
52072,ETE,M. Carrano,Ceratopsidae,,Pachyrhinosaurus,,,10,specimens,13943,,62727,Canada,Alberta,,49.917499,-112.989505,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,St. Mary River,,,"""Bones at Site 2 lie upon a soft white sandstone, characterized by thin tabular cross-bedding, which is truncated at the interface with the overlying bone-bearing claystone.""",,"tabular,""cross stratification"",white",dry floodplain,"""a dry flood plain or of long-abandoned channel floor""",,,,,,,
52072,ETE,M. Carrano,Ceratopsidae,,Anchiceratops,,,4,specimens,13943,,62727,Canada,Alberta,,49.917499,-112.989505,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,St. Mary River,,,"""Bones at Site 2 lie upon a soft white sandstone, characterized by thin tabular cross-bedding, which is truncated at the interface with the overlying bone-bearing claystone.""",,"tabular,""cross stratification"",white",dry floodplain,"""a dry flood plain or of long-abandoned channel floor""",,,,,,,
52072,ETE,M. Carrano,Troodontidae,,Troodon,,,1,specimens,13943,,62727,Canada,Alberta,,49.917499,-112.989505,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,St. Mary River,,,"""Bones at Site 2 lie upon a soft white sandstone, characterized by thin tabular cross-bedding, which is truncated at the interface with the overlying bone-bearing claystone.""",,"tabular,""cross stratification"",white",dry floodplain,"""a dry flood plain or of long-abandoned channel floor""",,,,,,,
52077,ETE,M. Carrano,Hadrosauridae,,Edmontosaurus,,Edmontosaurus,,,61518,13943,13943,Canada,Alberta,,49.9147,-112.9932,Cretaceous,Late/Upper Cretaceous,,,,Campanian,Maastrichtian,84.9,66.043,75.4715,,St. Mary River,,"Refer to Langston, W., Jr. 1975. A late Cretaceous vertebrate fauna from the St. Mary River Formation in western Canada. Athlon, Roy. Ont. Mus. Spec. Publ.  ",,,,terrestrial indet.,,fluvial indet.,The Kaiparowits Formation is a non-marine sequence that was deposited upon a low-relief inland alluvial plain environment (Roberts et al. 2005). Radiometric dating demonstrates that it spans 76.1–74 Ma and thus dates to the Judithian North American Land Mammal Age (Cifelli et al. 2004; Roberts et al. 2005). It is contemporaneous with a number of well-studied late Campanian terrestrial vertebrate faunas of western North America (Gates et al. 2010).,,,,,
52249,ETE,M. Carrano,Ceratopsidae,,Pachyrhinosaurus,,,3,specimens,13943,,62727,Canada,Alberta,,49.91576,-112.99836,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,St. Mary River,,,,,,terrestrial indet.,,,,,,,,
55266,ETE,M. Carrano,Leptoceratopsidae,,Montanoceratops,,Ceratopsia,1,individuals,14769,62751,62751,United States,Montana,Glacier,48.858056,-112.735833,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Early/Lower Maastrichtian,,70.6,66.043,68.3215,,St. Mary River,,lower part of St. Mary River Fm.,,,,terrestrial indet.,,,,,,,,
55267,ETE,M. Carrano,Leptoceratopsidae,,Montanoceratops,,,1,individuals,14768,,14768,United States,Montana,Glacier,48.699167,-112.432222,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Early/Lower Maastrichtian,,70.6,66.043,68.3215,,St. Mary River,,,,,,terrestrial indet.,,,,,,,,
61631,ETE,M. Carrano,Ankylosauridae,,Euoplocephalus,,,1,specimens,17500,,17500,United States,Montana,Glacier,48.638333,-112.977778,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,St. Mary River,,,,,,terrestrial indet.,,,,,,,,
64352,ETE,M. Carrano,Ceratopsidae,n. gen.,Pachyrhinosaurus,,Ceratopsia,2,specimens,18562,18575,18575,Canada,Alberta,,50.1895,-113.8,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,73.1,72.9,73,,St. Mary River,,"originally ""lower member of Edmonton Fm.""",,concretionary,,terrestrial indet.,,,,,,,,
74642,ETE,M. Carrano,Hadrosauridae,,Trachodon,,,1,specimens,25123,,25123,Canada,Alberta,,49.9203,-112.974,Cretaceous,Late/Upper Cretaceous,,,,Campanian,Maastrichtian,84.9,66.043,75.4715,,St. Mary River,,"from the ""Laramie"", probably equivalent to present-day St. Mary River Fm. (lower part)",,,,terrestrial indet.,,,,,,,,
52893,ETE,M. Carrano,Ceratopsidae,?,Pachyrhinosaurus,,Ceratopsidae,,,32668,14233,14233,Canada,Northwest Territories,,64.555556,-125.829167,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Summit Creek,,Position of Cretaceous-Tertiary boundary has not been precisely determined palynologically.,,,,"""floodplain""",,,,,,,,
